zip,state_abbrev,county_code
56083,mn,127
56084,mn,015
56085,mn,127
56085,mn,015
56087,mn,127
56087,mn,033
56087,mn,015
56088,mn,091
56088,mn,013
56088,mn,165
56089,mn,047
56090,mn,013
56091,mn,161
56093,mn,147
56093,mn,161
56096,mn,079
56096,mn,131
56096,mn,161
56097,mn,161
56097,mn,043
56097,mn,047
56098,mn,091
56098,mn,043
56101,mn,063
56101,mn,033
56110,mn,105
56111,mn,091
56111,mn,063
56113,mn,083
56113,mn,081
56114,mn,101
56115,mn,101
56115,mn,083
56116,mn,133
56117,mn,105
56118,mn,033
56118,mn,063
56119,mn,063
56119,mn,105
56120,mn,165
56121,mn,091
56122,mn,101
56122,mn,105
56123,mn,101
56125,mn,101
56127,mn,063
56127,mn,091
56128,mn,133
56128,mn,101
56128,mn,105
56128,mn,117
56129,mn,105
56129,mn,133
56131,mn,063
56131,mn,101
56131,mn,105
56131,mn,033
56132,mn,101
56132,mn,083
56134,mn,133
56136,mn,081
56137,mn,033
56137,mn,105
56137,mn,063
56138,mn,133
56139,mn,117
56141,mn,105
56141,mn,101
56142,mn,081
56142,mn,173
56143,mn,063
56144,mn,133
56144,mn,117
56145,mn,033
56146,mn,133
56147,mn,133
56147,mn,105
56149,mn,081
56149,mn,117
56149,mn,101
56150,mn,063
56151,mn,101
56152,mn,127
56152,mn,033
56153,mn,105
56155,mn,105
56156,mn,117
56156,mn,133
56157,mn,083
56158,mn,133
56158,mn,105
56159,mn,165
56159,mn,033
56159,mn,063
56160,mn,165
56160,mn,063
56160,mn,091
56161,mn,063
56162,mn,091
56162,mn,165
56164,mn,081
56164,mn,117
56165,mn,105
56166,mn,127
56166,mn,033
56167,mn,063
56167,mn,105
56168,mn,105
56169,mn,083
56170,mn,117
56170,mn,081
56170,mn,101
56170,mn,083
56171,mn,091
56172,mn,101
56173,mn,133
56174,mn,033
56175,mn,127
56175,mn,101
56175,mn,083
56176,mn,091
56178,mn,083
56178,mn,081
56180,mn,033
56180,mn,101
56180,mn,127
56181,mn,091
56183,mn,033
56183,mn,101
56185,mn,101
56185,mn,105
56186,mn,117
56186,mn,101
56187,mn,063
56187,mn,105
56201,mn,067
56207,mn,149
56208,mn,073
56208,mn,023
56208,mn,011
56208,mn,151
56209,mn,067
56209,mn,093
56210,mn,011
56211,mn,011
56211,mn,155
56212,mn,073
56214,mn,127
56214,mn,173
56215,mn,121
56215,mn,151
56215,mn,023
56216,mn,067
56218,mn,173
56218,mn,073
56219,mn,155
56219,mn,011
56220,mn,073
56220,mn,173
56220,mn,081
56220,mn,083
56221,mn,149
56221,mn,155
56221,mn,011
56222,mn,067
56222,mn,023
56223,mn,173
56223,mn,073
56224,mn,127
56225,mn,011
56226,mn,121
56226,mn,151
56227,mn,011
56227,mn,151
56228,mn,129
56228,mn,093
56229,mn,173
56229,mn,083
56230,mn,129
56231,mn,151
56232,mn,073
56235,mn,051
56235,mn,149
56236,mn,011
56236,mn,155
56237,mn,173
56237,mn,127
56239,mn,083
56240,mn,155
56240,mn,011
56241,mn,173
56241,mn,129
56241,mn,023
56243,mn,067
56243,mn,093
56244,mn,151
56244,mn,149
56244,mn,121
56245,mn,173
56248,mn,155
56248,mn,149
56248,mn,051
56249,mn,151
56251,mn,067
56252,mn,023
56252,mn,151
56252,mn,067
56253,mn,067
56255,mn,127
56256,mn,173
56256,mn,073
56257,mn,073
56258,mn,083
56258,mn,127
56260,mn,023
56260,mn,129
56262,mn,023
56262,mn,151
56263,mn,083
56263,mn,127
56264,mn,173
56264,mn,083
56264,mn,081
56265,mn,023
56265,mn,073
56265,mn,173
56266,mn,015
56266,mn,127
56267,mn,149
56270,mn,129
56270,mn,127
56271,mn,151
56271,mn,023
56273,mn,067
56274,mn,155
56274,mn,051
56276,mn,011
56276,mn,073
56277,mn,067
56277,mn,129
56278,mn,073
56278,mn,011
56278,mn,149
56279,mn,067
56280,mn,081
56280,mn,173
56281,mn,067
56282,mn,067
56282,mn,023
56283,mn,129
56283,mn,127
56284,mn,067
56284,mn,127
56284,mn,129
56285,mn,023
56285,mn,129
56287,mn,127
56288,mn,067
56289,mn,067
56289,mn,121
56289,mn,151
56291,mn,173
56291,mn,083
56291,mn,081
56292,mn,173
56292,mn,127
56293,mn,127
56294,mn,127
56295,mn,023
56296,mn,155
56297,mn,173
56297,mn,083
56297,mn,127
56301,mn,145
56302,mn,145
56303,mn,145
56303,mn,009
56304,mn,141
56304,mn,009
56307,mn,097
56307,mn,145
56308,mn,121
56308,mn,041
56309,mn,111
56309,mn,051
56309,mn,041
56310,mn,145
56311,mn,051
56312,mn,067
56312,mn,145
56313,mn,095
56314,mn,097
56314,mn,145
56315,mn,111
56315,mn,041
56316,mn,145
56316,mn,121
56316,mn,067
56318,mn,097
56318,mn,153
56319,mn,153
56319,mn,041
56320,mn,145
56321,mn,145
56323,mn,121
56323,mn,149
56324,mn,051
56324,mn,111
56325,mn,145
56326,mn,111
56326,mn,051
56326,mn,041
56327,mn,041
56327,mn,121
56328,mn,097
56329,mn,097
56329,mn,141
56329,mn,009
56330,mn,095
56330,mn,009
56331,mn,153
56331,mn,145
56331,mn,097
56332,mn,041
56333,mn,009
56334,mn,121
56334,mn,041
56335,mn,145
56336,mn,145
56336,mn,097
56336,mn,153
56338,mn,035
56338,mn,095
56338,mn,097
56339,mn,041
56339,mn,051
56340,mn,145
56340,mn,097
56341,mn,041
56342,mn,065
56342,mn,095
56342,mn,001
56343,mn,121
56343,mn,041
56343,mn,149
56344,mn,097
56345,mn,097
56347,mn,153
56347,mn,097
56349,mn,121
56349,mn,041
56350,mn,001
56350,mn,115
56352,mn,145
56353,mn,097
56353,mn,065
56353,mn,095
56353,mn,059
56354,mn,041
56354,mn,111
56355,mn,041
56356,mn,145
56357,mn,009
56357,mn,095
56358,mn,065
56358,mn,059
56358,mn,095
56359,mn,097
56359,mn,095
56360,mn,153
56360,mn,041
56360,mn,121
56361,mn,041
56361,mn,111
56362,mn,093
56362,mn,145
56362,mn,067
56363,mn,095
56364,mn,097
56364,mn,035
56367,mn,009
56367,mn,145
56367,mn,097
56368,mn,145
56369,mn,145
56371,mn,145
56373,mn,097
56373,mn,009
56374,mn,145
56375,mn,145
56376,mn,145
56377,mn,145
56377,mn,009
56378,mn,145
56378,mn,121
56378,mn,153
56379,mn,141
56379,mn,145
56379,mn,009
56381,mn,121
56382,mn,097
56382,mn,153
56384,mn,097
56385,mn,041
56385,mn,121
56385,mn,145
56386,mn,095
56387,mn,009
56387,mn,145
56388,mn,145
56389,mn,153
56393,mn,145
56395,mn,145
56398,mn,145
56399,mn,145
56401,mn,021
56401,mn,035
56425,mn,035
56431,mn,001
56431,mn,035
56433,mn,057
56433,mn,021
56434,mn,153
56434,mn,159
56435,mn,057
56435,mn,021
56435,mn,035
56436,mn,057
56437,mn,111
56437,mn,153
56438,mn,153
56438,mn,097
56440,mn,153
56441,mn,035
56442,mn,035
56443,mn,097
56443,mn,153
56444,mn,035
56444,mn,001
56446,mn,111
56446,mn,153
56446,mn,041
56447,mn,035
56448,mn,035
56448,mn,021
56449,mn,097
56449,mn,035
56450,mn,035
56450,mn,095
56452,mn,021
56453,mn,111
56453,mn,153
56455,mn,035
56458,mn,057
56461,mn,021
56461,mn,057
56464,mn,021
56464,mn,005
56464,mn,159
56464,mn,111
56464,mn,057
56465,mn,035
56466,mn,097
56466,mn,153
56466,mn,021
56467,mn,057
56468,mn,021
56468,mn,035
56469,mn,001
56470,mn,029
56470,mn,057
56470,mn,005
56470,mn,159
56472,mn,021
56472,mn,035
56473,mn,021
56473,mn,097
56474,mn,021
56474,mn,035
56475,mn,153
56475,mn,097
56477,mn,005
56477,mn,021
56477,mn,159
56477,mn,111
56479,mn,159
56479,mn,021
56479,mn,153
56481,mn,159
56481,mn,021
56481,mn,153
56482,mn,111
56482,mn,159
56482,mn,153
56484,mn,057
56484,mn,021
56501,mn,111
56501,mn,005
56502,mn,005
56510,mn,107
56511,mn,005
56514,mn,111
56514,mn,027
56514,mn,167
56515,mn,111
56516,mn,087
56516,mn,107
56517,mn,119
56518,mn,111
56519,mn,027
56519,mn,107
56520,mn,167
56521,mn,005
56522,mn,051
56522,mn,167
56522,mn,111
56523,mn,119
56524,mn,111
56525,mn,027
56527,mn,111
56528,mn,111
56529,mn,027
56531,mn,111
56531,mn,051
56533,mn,111
56534,mn,111
56535,mn,119
56535,mn,125
56536,mn,027
56537,mn,051
56537,mn,111
56540,mn,107
56540,mn,119
56540,mn,087
56541,mn,107
56542,mn,087
56542,mn,119
56543,mn,167
56544,mn,005
56544,mn,111
56545,mn,107
56546,mn,107
56546,mn,027
56547,mn,027
56548,mn,107
56549,mn,027
56549,mn,005
56550,mn,107
56551,mn,111
56552,mn,005
56552,mn,027
56553,mn,167
56554,mn,027
56554,mn,005
56556,mn,119
56557,mn,029
56557,mn,087
56557,mn,107
56560,mn,027
56561,mn,027
56562,mn,027
56563,mn,027
56565,mn,155
56565,mn,167
56566,mn,087
56567,mn,111
56568,mn,119
56568,mn,107
56569,mn,005
56570,mn,005
56571,mn,111
56572,mn,167
56572,mn,005
56572,mn,027
56572,mn,111
56573,mn,111
56574,mn,107
56574,mn,027
56575,mn,005
56576,mn,111
56577,mn,005
56578,mn,005
56579,mn,167
56579,mn,111
56580,mn,027
56581,mn,107
56583,mn,155
56583,mn,167
56583,mn,111
56584,mn,107
56584,mn,027
56585,mn,005
56585,mn,027
56585,mn,107
56586,mn,111
56587,mn,111
56588,mn,111
56589,mn,087
56589,mn,005
56589,mn,107
56590,mn,051
56591,mn,005
56592,mn,119
56592,mn,087
56593,mn,005
56594,mn,167
56594,mn,027
56601,mn,057
56601,mn,007
56619,mn,007
56621,mn,087
56621,mn,029
56621,mn,119
56623,mn,077
56623,mn,071
56626,mn,021
56627,mn,071
56628,mn,061
56629,mn,071
56630,mn,061
56630,mn,007
56631,mn,061
56633,mn,007
56633,mn,057
56633,mn,021
56634,mn,029
56636,mn,061
56636,mn,021
56637,mn,061
56639,mn,071
56639,mn,061
56641,mn,021
56644,mn,029
56644,mn,119
56646,mn,119
56646,mn,029
56647,mn,007
56649,mn,071
56650,mn,007
56651,mn,119
56651,mn,087
56652,mn,007
56652,mn,029
56653,mn,071
56654,mn,071
56655,mn,021
56657,mn,061
56658,mn,071
56659,mn,061
56660,mn,071
56661,mn,071
56661,mn,007
56661,mn,061
56662,mn,021
56662,mn,035
56663,mn,007
56666,mn,007
56667,mn,007
56668,mn,071
56669,mn,071
56669,mn,137
56670,mn,007
56671,mn,007
56672,mn,021
56673,mn,135
56673,mn,077
56676,mn,029
56676,mn,007
56678,mn,057
56678,mn,029
56678,mn,007
56679,mn,071
56680,mn,061
56681,mn,061
56683,mn,007
56684,mn,119
56685,mn,007
56686,mn,077
56688,mn,061
56701,mn,113
56701,mn,089
56710,mn,119
56710,mn,089
56711,mn,077
56713,mn,089
56714,mn,135
56715,mn,125
56716,mn,119
56716,mn,125
56720,mn,069
56721,mn,119
56722,mn,119
56723,mn,119
56724,mn,089
56725,mn,113
56725,mn,089
56726,mn,135
56727,mn,089
56727,mn,007
56728,mn,069
56729,mn,069
56731,mn,069
56732,mn,089
56732,mn,069
56732,mn,135
56733,mn,069
56734,mn,069
56735,mn,069
56735,mn,135
56736,mn,119
56736,mn,125
56737,mn,089
56738,mn,089
56740,mn,069
56741,mn,077
56742,mn,125
56742,mn,119
56744,mn,119
56744,mn,089
56748,mn,125
56748,mn,113
56750,mn,125
56750,mn,113
56750,mn,119
56751,mn,135
56754,mn,113
56754,mn,125
56755,mn,069
56756,mn,135
56757,mn,089
56758,mn,089
56759,mn,135
56759,mn,089
56760,mn,113
56760,mn,089
56761,mn,135
56762,mn,089
56762,mn,119
56763,mn,135
56998,dc,001
57001,sd,127
57001,sd,083
57002,sd,011
57002,sd,101
57003,sd,099
57004,sd,027
57004,sd,083
57004,sd,127
57005,sd,099
57006,sd,101
57006,sd,011
57007,sd,011
57010,sd,027
57010,sd,127
57012,sd,087
57013,sd,083
57014,sd,027
57014,sd,125
57014,sd,083
57015,sd,125
57015,sd,099
57016,sd,079
57016,sd,099
57017,sd,079
57017,sd,101
57018,sd,099
57018,sd,079
57020,sd,099
57021,sd,083
57021,sd,125
57022,sd,099
57022,sd,101
57022,sd,079
57024,sd,101
57025,sd,127
57026,sd,011
57026,sd,101
57027,sd,083
57028,sd,101
57029,sd,125
57029,sd,067
57030,sd,099
57031,sd,027
57031,sd,135
57032,sd,083
57033,sd,099
57034,sd,127
57034,sd,083
57035,sd,087
57035,sd,099
57036,sd,125
57037,sd,125
57037,sd,027
57037,sd,135
57038,sd,127
57039,sd,125
57039,sd,083
57040,sd,009
57040,sd,135
57041,sd,099
57042,sd,099
57042,sd,087
57042,sd,079
57043,sd,067
57043,sd,087
57043,sd,125
57045,sd,125
57045,sd,135
57045,sd,067
57046,sd,135
57047,sd,125
57047,sd,087
57048,sd,099
57048,sd,087
57048,sd,079
57049,sd,127
57050,sd,079
57051,sd,079
57051,sd,097
57051,sd,077
57052,sd,067
57053,sd,099
57053,sd,125
57053,sd,087
57054,sd,097
57054,sd,079
57054,sd,077
57055,sd,099
57057,sd,079
57057,sd,101
57058,sd,079
57058,sd,097
57058,sd,087
57059,sd,135
57059,sd,067
57059,sd,009
57061,sd,011
57062,sd,009
57063,sd,009
57063,sd,135
57064,sd,099
57064,sd,083
57064,sd,125
57065,sd,101
57066,sd,009
57067,sd,135
57068,sd,099
57069,sd,027
57070,sd,135
57070,sd,125
57071,sd,101
57071,sd,079
57071,sd,011
57072,sd,135
57072,sd,027
57073,sd,125
57073,sd,027
57075,sd,079
57075,sd,101
57076,sd,097
57076,sd,079
57077,sd,083
57078,sd,135
57101,sd,099
57103,sd,099
57104,sd,099
57105,sd,099
57106,sd,083
57106,sd,099
57107,sd,099
57108,sd,099
57108,sd,083
57109,sd,099
57110,sd,099
57118,sd,099
57186,sd,099
57193,sd,099
57197,sd,099
57198,sd,099
57201,sd,057
57201,sd,029
57212,sd,079
57212,sd,011
57212,sd,077
57212,sd,057
57213,sd,039
57213,sd,011
57214,sd,077
57216,sd,051
57216,sd,109
57217,sd,029
57217,sd,025
57218,sd,039
57219,sd,037
57220,sd,011
57221,sd,077
57221,sd,025
57221,sd,057
57223,sd,039
57223,sd,057
57224,sd,109
57225,sd,025
57226,sd,057
57226,sd,039
57227,sd,051
57227,sd,109
57231,sd,077
57232,sd,091
57232,sd,037
57233,sd,077
57233,sd,057
57234,sd,011
57234,sd,057
57234,sd,039
57235,sd,029
57235,sd,037
57236,sd,025
57237,sd,039
57238,sd,051
57238,sd,057
57238,sd,029
57238,sd,039
57239,sd,037
57241,sd,057
57242,sd,029
57242,sd,057
57243,sd,029
57243,sd,025
57243,sd,057
57245,sd,029
57246,sd,051
57247,sd,091
57248,sd,057
57248,sd,077
57249,sd,077
57251,sd,051
57252,sd,051
57252,sd,109
57255,sd,109
57256,sd,109
57256,sd,029
57256,sd,037
57256,sd,051
57257,sd,109
57258,sd,025
57258,sd,115
57259,sd,039
57259,sd,051
57260,sd,109
57261,sd,037
57262,sd,091
57262,sd,109
57263,sd,051
57263,sd,029
57264,sd,051
57264,sd,029
57265,sd,051
57265,sd,039
57265,sd,029
57266,sd,051
57266,sd,109
57268,sd,011
57268,sd,039
57269,sd,051
57270,sd,091
57270,sd,109
57271,sd,057
57271,sd,025
57272,sd,029
57272,sd,025
57273,sd,109
57273,sd,051
57273,sd,037
57274,sd,037
57274,sd,025
57276,sd,011
57278,sd,025
57279,sd,109
57279,sd,051
57301,sd,061
57301,sd,035
57311,sd,067
57311,sd,061
57312,sd,005
57312,sd,073
57312,sd,111
57313,sd,023
57313,sd,043
57314,sd,005
57314,sd,111
57315,sd,009
57315,sd,023
57317,sd,053
57319,sd,061
57319,sd,087
57319,sd,125
57319,sd,067
57321,sd,061
57321,sd,097
57321,sd,087
57322,sd,025
57322,sd,115
57322,sd,005
57323,sd,077
57323,sd,097
57323,sd,111
57324,sd,005
57325,sd,017
57325,sd,015
57328,sd,035
57328,sd,003
57328,sd,043
57329,sd,023
57330,sd,023
57330,sd,043
57330,sd,067
57331,sd,043
57331,sd,035
57331,sd,067
57332,sd,067
57332,sd,061
57332,sd,087
57334,sd,061
57334,sd,035
57334,sd,067
57335,sd,053
57337,sd,111
57337,sd,097
57339,sd,017
57340,sd,097
57340,sd,061
57341,sd,017
57342,sd,023
57342,sd,043
57344,sd,043
57345,sd,049
57345,sd,059
57345,sd,069
57346,sd,069
57348,sd,115
57348,sd,005
57349,sd,097
57350,sd,111
57350,sd,005
57353,sd,025
57353,sd,005
57353,sd,077
57354,sd,067
57355,sd,015
57355,sd,073
57356,sd,023
57358,sd,111
57359,sd,003
57359,sd,035
57359,sd,111
57361,sd,023
57362,sd,017
57362,sd,059
57363,sd,035
57363,sd,003
57363,sd,111
57364,sd,043
57365,sd,085
57366,sd,061
57366,sd,043
57366,sd,067
57367,sd,023
57368,sd,003
57369,sd,015
57369,sd,003
57369,sd,043
57369,sd,023
57370,sd,015
57370,sd,017
57371,sd,059
57373,sd,059
57374,sd,061
57374,sd,087
57375,sd,035
57375,sd,043
57375,sd,003
57376,sd,009
57376,sd,067
57376,sd,023
57379,sd,005
57380,sd,023
57381,sd,005
57381,sd,059
57382,sd,003
57382,sd,059
57382,sd,073
57382,sd,005
57383,sd,003
57383,sd,015
57384,sd,005
57385,sd,003
57385,sd,073
57385,sd,111
57386,sd,005
57386,sd,077
57399,sd,005
57401,sd,013
57402,sd,013
57420,sd,129
57421,sd,091
57422,sd,013
57422,sd,037
57424,sd,115
57424,sd,049
57426,sd,013
57427,sd,013
57428,sd,045
57428,sd,129
57428,sd,089
57429,sd,115
57430,sd,091
57432,sd,091
57432,sd,013
57433,sd,013
57434,sd,013
57434,sd,037
57434,sd,115
57434,sd,025
57435,sd,045
57435,sd,049
57436,sd,115
57437,sd,021
57437,sd,089
57438,sd,049
57439,sd,013
57440,sd,115
57441,sd,013
57442,sd,119
57442,sd,107
57445,sd,037
57445,sd,013
57446,sd,013
57448,sd,089
57448,sd,045
57449,sd,013
57450,sd,129
57450,sd,107
57451,sd,013
57451,sd,045
57452,sd,021
57452,sd,129
57454,sd,037
57454,sd,091
57455,sd,107
57456,sd,045
57456,sd,089
57457,sd,089
57460,sd,049
57460,sd,115
57460,sd,013
57460,sd,045
57461,sd,013
57461,sd,115
57465,sd,115
57465,sd,049
57466,sd,045
57466,sd,049
57467,sd,049
57467,sd,059
57468,sd,037
57469,sd,059
57469,sd,115
57469,sd,049
57470,sd,049
57470,sd,059
57471,sd,045
57471,sd,089
57472,sd,129
57472,sd,021
57473,sd,107
57473,sd,049
57474,sd,013
57474,sd,115
57475,sd,107
57475,sd,045
57476,sd,059
57476,sd,115
57477,sd,115
57479,sd,013
57481,sd,045
57481,sd,089
57481,sd,013
57501,sd,065
57501,sd,119
57520,sd,119
57521,sd,071
57522,sd,065
57522,sd,119
57523,sd,015
57523,sd,053
57528,sd,123
57529,sd,123
57529,sd,053
57531,sd,075
57532,sd,117
57532,sd,085
57533,sd,053
57533,sd,085
57533,sd,123
57534,sd,123
57534,sd,085
57536,sd,119
57536,sd,069
57536,sd,065
57537,sd,117
57538,sd,053
57540,sd,069
57541,sd,123
57543,sd,055
57543,sd,071
57544,sd,085
57547,sd,071
57548,sd,085
57551,sd,007
57552,sd,117
57552,sd,055
57553,sd,055
57553,sd,103
57555,sd,121
57559,sd,075
57560,sd,095
57560,sd,007
57562,sd,075
57563,sd,121
57564,sd,065
57564,sd,119
57564,sd,069
57566,sd,121
57566,sd,007
57567,sd,055
57567,sd,071
57568,sd,085
57569,sd,085
57570,sd,121
57571,sd,053
57572,sd,121
57574,sd,007
57576,sd,085
57577,sd,071
57579,sd,095
57580,sd,123
57580,sd,121
57584,sd,123
57585,sd,095
57601,sd,021
57601,sd,129
57620,sd,105
57621,sd,031
57622,sd,137
57623,sd,041
57623,sd,137
57625,sd,041
57625,sd,137
57626,sd,105
57626,sd,093
57630,sd,041
57631,sd,021
57631,sd,129
57632,sd,021
57633,sd,041
57634,sd,031
57636,sd,041
57638,sd,105
57638,sd,031
57639,sd,031
57640,sd,105
57641,sd,031
57642,sd,031
57644,sd,031
57644,sd,105
57645,sd,031
57646,sd,021
57648,sd,021
57649,sd,105
57649,sd,063
57650,sd,063
57651,sd,105
57651,sd,063
57652,sd,041
57656,sd,041
57657,sd,041
57657,sd,031
57658,sd,031
57659,sd,031
57660,sd,031
57661,sd,041
57701,sd,093
57701,sd,103
57702,sd,103
57702,sd,093
57703,sd,103
57706,sd,103
57706,sd,093
57709,sd,103
57714,sd,007
57716,sd,007
57716,sd,113
57717,sd,019
57717,sd,081
57717,sd,063
57718,sd,103
57718,sd,093
57719,sd,093
57719,sd,103
57720,sd,063
57722,sd,033
57722,sd,047
57724,sd,063
57725,sd,103
57730,sd,033
57730,sd,103
57732,sd,081
57732,sd,103
57735,sd,047
57735,sd,033
57737,sd,093
57738,sd,033
57741,sd,093
57744,sd,033
57744,sd,103
57745,sd,103
57747,sd,047
57747,sd,033
57748,sd,093
57750,sd,103
57750,sd,071
57751,sd,033
57751,sd,103
57752,sd,113
57754,sd,103
57754,sd,081
57755,sd,063
57756,sd,113
57758,sd,093
57758,sd,105
57758,sd,019
57759,sd,081
57760,sd,063
57760,sd,019
57761,sd,103
57761,sd,093
57762,sd,019
57763,sd,047
57764,sd,113
57766,sd,047
57767,sd,093
57767,sd,103
57769,sd,093
57770,sd,113
57772,sd,113
57773,sd,033
57775,sd,103
57775,sd,055
57776,sd,063
57779,sd,081
57779,sd,019
57780,sd,103
57782,sd,047
57783,sd,081
57783,sd,019
57785,sd,093
57785,sd,081
57787,sd,093
57788,sd,093
57788,sd,019
57790,sd,103
57791,sd,093
57791,sd,103
57792,sd,093
57793,sd,093
57793,sd,081
57794,sd,113
57799,sd,081
58001,nd,077
58002,nd,017
58004,nd,017
58005,nd,017
58006,nd,017
58007,nd,017
58008,nd,077
58009,nd,097
58011,nd,017
58012,nd,017
58013,nd,081
58015,nd,017
58015,nd,077
58016,nd,097
58016,nd,091
58017,nd,081
58018,nd,077
58021,nd,017
58027,nd,003
58027,nd,073
58027,nd,017
58029,nd,017
58030,nd,077
58031,nd,003
58031,nd,017
58032,nd,081
58033,nd,073
58033,nd,045
58035,nd,091
58035,nd,017
58035,nd,097
58036,nd,017
58038,nd,097
58038,nd,017
58040,nd,021
58040,nd,081
58041,nd,077
58042,nd,017
58043,nd,081
58045,nd,097
58046,nd,017
58046,nd,091
58046,nd,003
58047,nd,077
58047,nd,017
58048,nd,017
58048,nd,097
58049,nd,073
58049,nd,003
58049,nd,045
58051,nd,077
58051,nd,017
58052,nd,073
58052,nd,017
58052,nd,077
58053,nd,081
58053,nd,077
58054,nd,081
58054,nd,073
58056,nd,039
58056,nd,003
58056,nd,091
58057,nd,073
58057,nd,077
58058,nd,077
58059,nd,017
58060,nd,081
58060,nd,077
58060,nd,073
58061,nd,077
58062,nd,073
58062,nd,003
58063,nd,003
58064,nd,003
58064,nd,091
58064,nd,017
58065,nd,003
58067,nd,081
58068,nd,017
58068,nd,073
58069,nd,073
58069,nd,081
58071,nd,003
58071,nd,017
58072,nd,003
58075,nd,077
58076,nd,077
58077,nd,077
58078,nd,017
58079,nd,017
58081,nd,077
58102,nd,017
58103,nd,017
58104,nd,017
58105,nd,017
58106,nd,017
58107,nd,017
58108,nd,017
58109,nd,017
58121,nd,017
58122,nd,017
58124,nd,017
58125,nd,017
58126,nd,017
58201,nd,035
58202,nd,035
58203,nd,035
58204,nd,035
58205,nd,035
58206,nd,035
58207,nd,035
58208,nd,035
58210,nd,099
58212,nd,035
58212,nd,039
58212,nd,063
58214,nd,035
58216,nd,067
58218,nd,097
58219,nd,097
58220,nd,067
58222,nd,067
58223,nd,097
58224,nd,063
58224,nd,099
58225,nd,067
58225,nd,099
58227,nd,019
58227,nd,067
58227,nd,099
58228,nd,035
58229,nd,099
58229,nd,019
58229,nd,071
58230,nd,091
58231,nd,035
58231,nd,099
58233,nd,099
58233,nd,035
58235,nd,035
58236,nd,067
58237,nd,099
58238,nd,067
58239,nd,019
58240,nd,097
58240,nd,035
58240,nd,091
58241,nd,067
58243,nd,099
58243,nd,067
58244,nd,035
58249,nd,019
58250,nd,099
58251,nd,035
58254,nd,063
58255,nd,019
58256,nd,035
58257,nd,097
58258,nd,035
58259,nd,063
58259,nd,099
58260,nd,019
58260,nd,099
58261,nd,035
58261,nd,099
58262,nd,019
58262,nd,067
58265,nd,067
58266,nd,035
58266,nd,063
58267,nd,091
58267,nd,035
58269,nd,019
58270,nd,099
58271,nd,067
58272,nd,063
58273,nd,099
58274,nd,097
58274,nd,091
58275,nd,097
58275,nd,035
58276,nd,067
58277,nd,091
58278,nd,035
58281,nd,019
58282,nd,067
58282,nd,019
58301,nd,005
58301,nd,071
58310,nd,095
58310,nd,079
58311,nd,019
58313,nd,069
58316,nd,079
58317,nd,095
58317,nd,079
58318,nd,009
58321,nd,099
58321,nd,063
58321,nd,071
58323,nd,019
58323,nd,095
58324,nd,095
58324,nd,071
58325,nd,095
58325,nd,005
58325,nd,071
58327,nd,071
58327,nd,063
58329,nd,079
58329,nd,009
58330,nd,019
58330,nd,099
58330,nd,071
58331,nd,095
58332,nd,005
58332,nd,069
58335,nd,005
58338,nd,019
58338,nd,071
58339,nd,095
58341,nd,083
58341,nd,005
58341,nd,103
58341,nd,069
58343,nd,005
58344,nd,071
58344,nd,063
58345,nd,099
58345,nd,071
58346,nd,069
58346,nd,095
58346,nd,005
58348,nd,005
58348,nd,103
58351,nd,005
58352,nd,019
58352,nd,095
58353,nd,079
58355,nd,071
58355,nd,019
58356,nd,031
58356,nd,027
58356,nd,103
58357,nd,005
58361,nd,063
58362,nd,071
58363,nd,079
58363,nd,095
58365,nd,095
58366,nd,079
58366,nd,069
58367,nd,079
58367,nd,095
58368,nd,005
58368,nd,069
58368,nd,049
58369,nd,079
58370,nd,005
58372,nd,019
58372,nd,095
58374,nd,027
58374,nd,005
58374,nd,103
58377,nd,071
58377,nd,095
58377,nd,019
58379,nd,005
58380,nd,071
58380,nd,027
58380,nd,063
58380,nd,005
58381,nd,005
58381,nd,027
58381,nd,071
58382,nd,071
58384,nd,009
58384,nd,049
58384,nd,069
58384,nd,079
58385,nd,079
58385,nd,069
58386,nd,005
58386,nd,069
58401,nd,093
58402,nd,093
58405,nd,093
58413,nd,051
58413,nd,021
58415,nd,045
58415,nd,021
58416,nd,039
58418,nd,103
58418,nd,043
58420,nd,093
58421,nd,031
58421,nd,103
58421,nd,093
58421,nd,027
58422,nd,103
58423,nd,043
58423,nd,103
58424,nd,093
58425,nd,039
58425,nd,091
58426,nd,093
58428,nd,043
58429,nd,039
58429,nd,003
58430,nd,083
58431,nd,045
58433,nd,045
58433,nd,021
58436,nd,021
58438,nd,103
58439,nd,021
58440,nd,051
58440,nd,047
58441,nd,021
58442,nd,093
58442,nd,047
58443,nd,031
58444,nd,083
58445,nd,031
58445,nd,027
58448,nd,039
58451,nd,103
58452,nd,039
58454,nd,045
58454,nd,093
58454,nd,047
58455,nd,093
58455,nd,031
58456,nd,021
58456,nd,045
58456,nd,051
58458,nd,021
58458,nd,045
58460,nd,051
58460,nd,047
58461,nd,045
58461,nd,003
58463,nd,083
58464,nd,027
58464,nd,031
58464,nd,039
58466,nd,093
58466,nd,045
58466,nd,003
58467,nd,043
58467,nd,093
58472,nd,045
58472,nd,093
58474,nd,081
58474,nd,045
58474,nd,021
58475,nd,043
58475,nd,093
58476,nd,093
58477,nd,015
58478,nd,043
58479,nd,003
58480,nd,003
58481,nd,093
58481,nd,003
58482,nd,043
58483,nd,047
58483,nd,043
58483,nd,093
58484,nd,039
