zip,state_abbrev,county_code
31532,ga,069
31532,ga,161
31533,ga,069
31534,ga,069
31535,ga,069
31537,ga,039
31537,ga,049
31537,ga,025
31539,ga,161
31539,ga,001
31539,ga,005
31542,ga,025
31543,ga,127
31543,ga,305
31543,ga,025
31544,ga,271
31545,ga,305
31546,ga,305
31547,ga,039
31548,ga,039
31549,ga,309
31549,ga,271
31550,ga,065
31550,ga,299
31551,ga,005
31551,ga,229
31552,ga,069
31552,ga,299
31552,ga,003
31553,ga,025
31553,ga,049
31554,ga,005
31554,ga,069
31554,ga,299
31555,ga,001
31555,ga,305
31556,ga,229
31557,ga,001
31557,ga,025
31557,ga,229
31558,ga,039
31560,ga,001
31560,ga,305
31561,ga,127
31562,ga,049
31563,ga,001
31564,ga,299
31565,ga,025
31565,ga,039
31566,ga,039
31566,ga,025
31566,ga,127
31567,ga,069
31568,ga,039
31569,ga,039
31598,ga,305
31599,ga,305
31601,ga,185
31602,ga,185
31602,ga,027
31603,ga,185
31604,ga,185
31605,ga,173
31605,ga,185
31606,ga,185
31620,ga,075
31622,ga,019
31623,ga,065
31624,ga,003
31624,ga,299
31624,ga,069
31625,ga,027
31626,ga,027
31626,ga,275
31627,ga,075
31629,ga,275
31629,ga,027
31630,ga,101
31630,ga,065
31631,ga,065
31631,ga,101
31631,ga,299
31631,ga,049
31632,ga,075
31632,ga,185
31634,ga,065
31635,ga,003
31635,ga,019
31635,ga,065
31635,ga,173
31635,ga,185
31636,ga,101
31636,ga,185
31637,ga,071
31637,ga,075
31637,ga,019
31637,ga,277
31638,ga,027
31639,ga,019
31639,ga,173
31641,ga,185
31641,ga,173
31642,ga,003
31642,ga,069
31642,ga,065
31643,ga,027
31645,ga,019
31645,ga,185
31645,ga,173
31647,ga,075
31648,ga,101
31649,ga,065
31649,ga,173
31649,ga,101
31650,ga,003
31650,ga,069
31698,ga,185
31699,ga,185
31701,ga,095
31701,ga,177
31702,ga,095
31703,ga,095
31704,ga,095
31705,ga,095
31705,ga,205
31705,ga,321
31706,ga,095
31707,ga,095
31707,ga,177
31708,ga,095
31709,ga,261
31711,ga,249
31711,ga,193
31711,ga,261
31712,ga,321
31712,ga,287
31712,ga,081
31714,ga,287
31714,ga,081
31714,ga,321
31714,ga,277
31716,ga,205
31719,ga,249
31719,ga,261
31720,ga,275
31721,ga,273
31721,ga,177
31721,ga,095
31721,ga,007
31722,ga,071
31727,ga,277
31730,ga,131
31730,ga,071
31730,ga,205
31730,ga,087
31733,ga,277
31733,ga,155
31735,ga,261
31738,ga,275
31738,ga,071
31743,ga,177
31743,ga,261
31744,ga,071
31744,ga,321
31744,ga,205
31747,ga,071
31749,ga,155
31749,ga,277
31749,ga,019
31750,ga,315
31750,ga,155
31750,ga,017
31753,ga,071
31756,ga,071
31757,ga,275
31763,ga,177
31763,ga,095
31764,ga,261
31764,ga,177
31765,ga,275
31765,ga,071
31765,ga,131
31765,ga,205
31768,ga,321
31768,ga,071
31769,ga,155
31771,ga,321
31771,ga,071
31772,ga,321
31773,ga,071
31773,ga,131
31773,ga,275
31774,ga,069
31774,ga,019
31774,ga,155
31775,ga,321
31775,ga,277
31775,ga,071
31776,ga,071
31778,ga,275
31778,ga,027
31778,ga,071
31779,ga,275
31779,ga,131
31779,ga,205
31780,ga,261
31780,ga,307
31781,ga,321
31782,ga,095
31783,ga,017
31783,ga,155
31783,ga,287
31784,ga,205
31784,ga,071
31787,ga,261
31787,ga,177
31788,ga,071
31788,ga,027
31789,ga,071
31789,ga,287
31789,ga,321
31790,ga,287
31790,ga,277
31790,ga,155
31791,ga,095
31791,ga,321
31792,ga,275
31792,ga,131
31793,ga,277
31794,ga,019
31794,ga,277
31795,ga,277
31795,ga,321
31796,ga,081
31796,ga,321
31798,ga,155
31798,ga,069
31798,ga,017
31799,ga,275
31801,ga,263
31801,ga,215
31801,ga,197
31803,ga,307
31803,ga,249
31803,ga,197
31804,ga,215
31804,ga,145
31805,ga,053
31805,ga,259
31805,ga,197
31806,ga,249
31806,ga,193
31806,ga,261
31807,ga,145
31808,ga,215
31808,ga,145
31810,ga,263
31811,ga,145
31812,ga,269
31812,ga,263
31815,ga,259
31816,ga,199
31816,ga,263
31820,ga,145
31820,ga,215
31821,ga,259
31822,ga,199
31822,ga,145
31822,ga,285
31823,ga,145
31824,ga,307
31824,ga,197
31825,ga,259
31825,ga,307
31826,ga,145
31826,ga,263
31827,ga,263
31829,ga,145
31829,ga,215
31830,ga,145
31830,ga,199
31831,ga,145
31831,ga,263
31832,ga,307
31833,ga,285
31833,ga,145
31836,ga,263
31901,ga,215
31902,ga,215
31903,ga,215
31904,ga,215
31905,ga,053
31905,ga,215
31906,ga,215
31907,ga,215
31908,ga,215
31909,ga,215
31914,ga,215
31917,ga,215
31995,ga,053
31998,ga,215
31999,ga,215
32003,fl,019
32004,fl,109
32006,fl,019
32007,fl,107
32008,fl,029
32008,fl,121
32008,fl,067
32008,fl,041
32009,fl,089
32011,fl,089
32024,fl,121
32024,fl,023
32025,fl,023
32026,fl,007
32033,fl,109
32034,fl,089
32035,fl,089
32038,fl,023
32038,fl,121
32040,fl,003
32041,fl,089
32042,fl,007
32043,fl,107
32043,fl,019
32044,fl,001
32044,fl,007
32046,fl,089
32050,fl,019
32052,fl,047
32053,fl,047
32054,fl,007
32054,fl,125
32055,fl,121
32055,fl,023
32056,fl,023
32058,fl,007
32058,fl,019
32058,fl,125
32059,fl,079
32060,fl,121
32061,fl,023
32062,fl,121
32063,fl,003
32064,fl,121
32065,fl,019
32066,fl,067
32067,fl,019
32068,fl,019
32071,fl,121
32073,fl,019
32073,fl,031
32079,fl,019
32080,fl,035
32080,fl,109
32081,fl,109
32081,fl,031
32082,fl,109
32082,fl,031
32083,fl,125
32083,fl,007
32084,fl,109
32085,fl,109
32086,fl,109
32086,fl,035
32087,fl,003
32087,fl,023
32091,fl,007
32091,fl,019
32092,fl,109
32094,fl,121
32094,fl,023
32095,fl,109
32096,fl,047
32096,fl,121
32096,fl,023
32097,fl,089
32099,fl,031
32102,fl,069
32102,fl,127
32105,fl,127
32110,fl,035
32111,fl,083
32112,fl,127
32112,fl,107
32113,fl,083
32114,fl,127
32115,fl,127
32117,fl,127
32118,fl,127
32119,fl,127
32120,fl,127
32121,fl,127
32122,fl,127
32124,fl,127
32125,fl,127
32126,fl,127
32127,fl,127
32128,fl,127
32129,fl,127
32130,fl,127
32131,fl,107
32131,fl,109
32132,fl,127
32133,fl,083
32134,fl,107
32134,fl,083
32134,fl,069
32135,fl,035
32136,fl,127
32136,fl,035
32137,fl,035
32138,fl,107
32139,fl,107
32140,fl,107
32140,fl,019
32141,fl,127
32143,fl,035
32145,fl,109
32145,fl,035
32145,fl,107
32147,fl,107
32148,fl,107
32158,fl,069
32159,fl,069
32159,fl,119
32160,fl,019
32162,fl,069
32162,fl,119
32162,fl,083
32163,fl,069
32163,fl,119
32164,fl,035
32168,fl,127
32169,fl,127
32170,fl,127
32173,fl,127
32174,fl,127
32174,fl,035
32175,fl,127
32176,fl,127
32177,fl,107
32179,fl,083
32180,fl,127
32181,fl,107
32182,fl,083
32185,fl,107
32187,fl,107
32189,fl,107
32190,fl,127
32192,fl,083
32193,fl,107
32195,fl,069
32195,fl,083
32198,fl,127
32202,fl,031
32203,fl,031
32204,fl,031
32205,fl,031
32206,fl,031
32207,fl,031
32208,fl,031
32209,fl,031
32210,fl,031
32211,fl,031
32212,fl,031
32214,fl,031
32216,fl,031
32217,fl,031
32218,fl,031
32219,fl,031
32220,fl,031
32221,fl,031
32222,fl,031
32223,fl,031
32224,fl,031
32224,fl,109
32225,fl,031
32226,fl,031
32227,fl,031
32228,fl,031
32229,fl,031
32233,fl,031
32234,fl,019
32234,fl,031
32234,fl,003
32234,fl,089
32235,fl,031
32236,fl,031
32238,fl,031
32239,fl,031
32240,fl,031
32241,fl,031
32244,fl,031
32245,fl,031
32246,fl,031
32247,fl,031
32250,fl,031
32250,fl,109
32254,fl,031
32255,fl,031
32256,fl,031
32257,fl,031
32258,fl,031
32259,fl,109
32259,fl,031
32260,fl,109
32266,fl,031
32277,fl,031
32301,fl,073
32302,fl,073
32303,fl,073
32304,fl,073
32305,fl,073
32306,fl,073
32307,fl,073
32308,fl,073
32309,fl,073
32309,fl,065
32310,fl,073
32311,fl,073
32312,fl,073
32313,fl,073
32314,fl,073
32315,fl,073
32316,fl,073
32317,fl,073
32318,fl,073
32320,fl,037
32321,fl,037
32321,fl,077
32322,fl,037
32324,fl,039
32326,fl,129
32327,fl,129
32327,fl,073
32328,fl,037
32330,fl,039
32331,fl,065
32331,fl,079
32331,fl,123
32332,fl,039
32333,fl,039
32334,fl,077
32336,fl,123
32336,fl,065
32336,fl,079
32337,fl,065
32340,fl,079
32343,fl,039
32344,fl,073
32344,fl,065
32345,fl,065
32346,fl,129
32346,fl,037
32347,fl,123
32348,fl,123
32350,fl,079
32351,fl,077
32351,fl,039
32352,fl,039
32355,fl,129
32356,fl,123
32357,fl,123
32358,fl,037
32358,fl,129
32359,fl,029
32359,fl,123
32360,fl,077
32361,fl,065
32362,fl,073
32395,fl,073
32399,fl,073
32401,fl,005
32402,fl,005
32403,fl,005
32404,fl,005
32405,fl,005
32406,fl,005
32407,fl,005
32408,fl,005
32409,fl,005
32410,fl,005
32411,fl,005
32413,fl,005
32413,fl,131
32417,fl,005
32420,fl,013
32420,fl,063
32420,fl,133
32421,fl,013
32422,fl,131
32423,fl,063
32424,fl,013
32425,fl,059
32425,fl,133
32426,fl,063
32427,fl,133
32428,fl,005
32428,fl,133
32428,fl,063
32430,fl,013
32431,fl,133
32431,fl,063
32432,fl,063
32433,fl,131
32435,fl,131
32437,fl,133
32437,fl,005
32438,fl,005
32438,fl,063
32438,fl,133
32438,fl,013
32439,fl,131
32440,fl,059
32440,fl,063
32442,fl,013
32442,fl,063
32443,fl,063
32444,fl,005
32445,fl,063
32446,fl,063
32447,fl,063
32448,fl,063
32448,fl,013
32449,fl,013
32455,fl,131
32455,fl,059
32456,fl,045
32456,fl,005
32459,fl,131
32460,fl,063
32461,fl,131
32462,fl,133
32462,fl,005
32462,fl,131
32463,fl,133
32464,fl,059
32464,fl,131
32465,fl,005
32465,fl,013
32465,fl,045
32466,fl,013
32466,fl,133
32466,fl,005
32501,fl,033
32502,fl,033
32503,fl,033
32504,fl,033
32505,fl,033
32506,fl,033
32507,fl,033
32508,fl,033
32509,fl,033
32511,fl,033
32512,fl,033
32513,fl,033
32514,fl,033
32516,fl,033
32520,fl,033
32522,fl,033
32523,fl,033
32524,fl,033
32526,fl,033
32530,fl,113
32531,fl,091
32531,fl,113
32533,fl,033
32534,fl,033
32535,fl,033
32536,fl,091
32538,fl,131
32539,fl,091
32539,fl,131
32540,fl,091
32541,fl,091
32542,fl,091
32544,fl,091
32547,fl,091
32548,fl,091
32549,fl,091
32550,fl,131
32559,fl,033
32560,fl,033
32561,fl,113
32561,fl,033
32562,fl,113
32563,fl,113
32564,fl,091
32564,fl,113
32565,fl,113
32566,fl,113
32567,fl,131
32567,fl,091
32568,fl,033
32569,fl,091
32569,fl,113
32570,fl,113
32571,fl,113
32572,fl,113
32577,fl,033
32578,fl,091
32578,fl,131
32579,fl,091
32580,fl,091
32583,fl,113
32588,fl,091
32591,fl,033
32601,fl,001
32603,fl,001
32604,fl,001
32605,fl,001
32606,fl,001
32607,fl,001
32608,fl,001
32609,fl,007
32609,fl,001
32610,fl,001
32611,fl,001
32612,fl,001
32614,fl,001
32615,fl,001
32617,fl,083
32618,fl,075
32618,fl,001
32619,fl,041
32621,fl,075
32622,fl,001
32622,fl,007
32625,fl,075
32626,fl,075
32627,fl,001
32628,fl,029
32631,fl,001
32633,fl,001
32634,fl,083
32635,fl,001
32639,fl,075
32640,fl,107
32640,fl,001
32641,fl,001
32643,fl,001
32643,fl,023
32643,fl,041
32644,fl,075
32648,fl,029
32653,fl,001
32654,fl,001
32656,fl,107
32656,fl,019
32656,fl,007
32658,fl,001
32662,fl,001
32663,fl,083
32664,fl,083
32666,fl,019
32666,fl,007
32666,fl,001
32666,fl,107
32667,fl,001
32667,fl,083
32668,fl,075
32668,fl,083
32669,fl,001
32669,fl,075
32669,fl,041
32680,fl,029
32681,fl,083
32683,fl,075
32686,fl,083
32692,fl,029
32693,fl,075
32693,fl,041
32694,fl,001
32696,fl,075
32696,fl,083
32696,fl,001
32697,fl,125
32701,fl,117
32702,fl,083
32702,fl,069
32703,fl,117
32703,fl,095
32704,fl,095
32706,fl,127
32707,fl,117
32708,fl,117
32709,fl,095
32710,fl,095
32712,fl,095
32713,fl,127
32714,fl,117
32715,fl,117
32716,fl,117
32718,fl,117
32719,fl,117
32720,fl,069
32720,fl,127
32721,fl,127
32723,fl,127
32724,fl,127
32725,fl,127
32726,fl,069
32727,fl,069
32728,fl,127
32730,fl,117
32732,fl,117
32732,fl,127
32733,fl,095
32735,fl,069
32736,fl,069
32738,fl,127
32739,fl,127
32744,fl,127
32746,fl,117
32747,fl,117
32750,fl,117
32751,fl,095
32751,fl,117
32752,fl,117
32753,fl,127
32754,fl,009
32754,fl,127
32756,fl,069
32757,fl,069
32757,fl,095
32759,fl,127
32762,fl,117
32763,fl,127
32764,fl,127
32765,fl,117
32765,fl,095
32766,fl,117
32767,fl,069
32768,fl,095
32771,fl,117
32772,fl,117
32773,fl,117
32774,fl,127
32775,fl,009
32776,fl,069
32776,fl,095
32777,fl,095
32778,fl,069
32779,fl,117
32780,fl,009
32781,fl,009
32783,fl,009
32784,fl,083
32784,fl,069
32789,fl,095
32790,fl,095
32791,fl,117
32792,fl,117
32792,fl,095
32793,fl,095
32794,fl,095
32795,fl,117
32796,fl,009
32798,fl,095
32799,fl,117
32801,fl,095
32802,fl,095
32803,fl,095
32804,fl,095
32805,fl,095
32806,fl,095
32807,fl,095
32808,fl,095
32809,fl,095
32810,fl,095
32811,fl,095
32812,fl,095
32814,fl,095
32815,fl,009
32816,fl,095
32817,fl,095
32818,fl,095
32819,fl,095
32820,fl,095
32821,fl,095
32821,fl,097
32822,fl,095
32824,fl,095
32825,fl,095
32826,fl,095
32827,fl,095
32828,fl,095
32829,fl,095
32830,fl,097
32830,fl,095
32831,fl,095
32832,fl,095
32833,fl,095
32834,fl,095
32835,fl,095
32836,fl,095
32837,fl,097
32837,fl,095
32839,fl,095
32853,fl,095
32854,fl,095
32855,fl,095
32856,fl,095
32857,fl,095
32858,fl,095
32859,fl,095
32860,fl,095
32861,fl,095
32862,fl,095
32867,fl,095
32868,fl,095
32869,fl,095
32872,fl,095
32877,fl,095
32878,fl,095
32899,fl,009
32901,fl,009
32902,fl,009
32903,fl,009
32904,fl,009
32905,fl,009
32906,fl,009
32907,fl,009
32908,fl,009
32909,fl,009
32910,fl,009
32911,fl,009
32912,fl,009
32920,fl,009
32922,fl,009
32923,fl,009
32924,fl,009
32925,fl,009
32926,fl,009
32927,fl,009
32931,fl,009
32932,fl,009
32934,fl,009
32935,fl,009
32936,fl,009
32937,fl,009
32940,fl,009
32941,fl,009
32948,fl,009
32948,fl,061
32949,fl,009
32950,fl,009
32951,fl,009
32952,fl,009
32953,fl,009
32954,fl,009
32955,fl,009
32956,fl,009
32957,fl,061
32958,fl,061
32959,fl,009
32960,fl,061
32961,fl,061
32962,fl,061
32963,fl,061
32964,fl,061
32965,fl,061
32966,fl,061
32967,fl,061
32968,fl,061
32969,fl,061
32970,fl,061
32971,fl,061
32976,fl,009
32978,fl,061
33001,fl,087
33002,fl,086
33004,fl,011
33008,fl,011
33009,fl,011
33009,fl,086
33010,fl,086
33011,fl,086
33012,fl,086
33013,fl,086
33014,fl,086
33015,fl,086
33016,fl,086
33017,fl,086
33018,fl,086
33018,fl,011
33019,fl,011
33020,fl,011
33021,fl,011
33022,fl,011
33023,fl,086
33023,fl,011
33024,fl,011
33025,fl,011
33026,fl,011
33027,fl,011
33028,fl,011
33029,fl,011
33030,fl,086
33031,fl,086
33032,fl,086
33033,fl,086
33034,fl,086
33034,fl,087
33035,fl,086
33036,fl,087
33037,fl,087
33039,fl,086
33040,fl,087
33041,fl,087
33042,fl,087
33043,fl,087
33045,fl,087
33050,fl,087
33051,fl,087
33052,fl,087
33054,fl,086
33055,fl,086
33056,fl,011
33056,fl,086
33060,fl,011
33061,fl,011
33062,fl,011
33063,fl,011
33064,fl,011
33065,fl,011
33066,fl,011
33067,fl,011
33068,fl,011
33069,fl,011
33070,fl,087
33071,fl,011
33073,fl,011
33074,fl,011
33075,fl,011
33076,fl,011
33077,fl,011
33081,fl,011
33082,fl,011
33083,fl,011
33084,fl,011
33090,fl,086
33092,fl,086
33093,fl,011
33097,fl,011
33101,fl,086
33106,fl,086
33109,fl,086
33112,fl,086
33114,fl,086
33116,fl,086
33119,fl,086
33122,fl,086
33124,fl,086
33125,fl,086
33126,fl,086
33127,fl,086
33128,fl,086
33129,fl,086
33130,fl,086
33131,fl,086
33132,fl,086
33133,fl,086
33134,fl,086
33135,fl,086
33136,fl,086
33137,fl,086
33138,fl,086
33139,fl,086
33140,fl,086
33141,fl,086
33142,fl,086
33143,fl,086
33144,fl,086
33145,fl,086
33146,fl,086
33147,fl,086
33149,fl,086
33150,fl,086
33152,fl,086
33153,fl,086
33154,fl,086
33155,fl,086
33156,fl,086
33157,fl,086
33158,fl,086
33160,fl,086
33161,fl,086
33162,fl,086
33163,fl,086
33164,fl,086
33165,fl,086
33166,fl,086
33167,fl,086
33168,fl,086
33169,fl,086
33170,fl,086
33172,fl,086
33173,fl,086
33174,fl,086
33175,fl,086
33176,fl,086
33177,fl,086
33178,fl,086
33179,fl,086
33179,fl,011
33180,fl,086
33181,fl,086
33182,fl,086
33183,fl,086
33184,fl,086
33185,fl,086
33186,fl,086
33187,fl,086
33189,fl,086
33190,fl,086
33191,fl,086
33192,fl,086
33193,fl,086
33194,fl,086
33195,fl,086
33196,fl,086
33197,fl,086
33198,fl,086
33199,fl,086
33206,fl,086
33222,fl,086
33231,fl,086
33233,fl,086
33234,fl,086
33238,fl,086
33239,fl,086
33242,fl,086
33243,fl,086
33245,fl,086
33247,fl,086
33255,fl,086
33256,fl,086
33257,fl,086
33261,fl,086
33265,fl,086
33266,fl,086
33269,fl,086
33280,fl,086
33283,fl,086
33296,fl,086
33301,fl,011
33302,fl,011
33303,fl,011
33304,fl,011
33305,fl,011
33306,fl,011
33307,fl,011
33308,fl,011
33309,fl,011
33310,fl,011
33311,fl,011
33312,fl,011
33313,fl,011
33314,fl,011
33315,fl,011
33316,fl,011
33317,fl,011
33318,fl,011
33319,fl,011
33320,fl,011
33321,fl,011
33322,fl,011
33323,fl,011
33324,fl,011
33325,fl,011
33326,fl,011
33327,fl,011
33328,fl,011
33329,fl,011
33330,fl,011
33331,fl,011
33332,fl,011
33334,fl,011
33335,fl,011
33338,fl,011
33339,fl,011
33345,fl,011
33346,fl,011
33348,fl,011
33351,fl,011
33355,fl,011
33359,fl,011
33388,fl,011
33394,fl,011
33401,fl,099
33402,fl,099
33403,fl,099
33404,fl,099
33405,fl,099
33406,fl,099
33407,fl,099
33408,fl,099
33409,fl,099
33410,fl,099
33411,fl,099
33412,fl,099
33413,fl,099
33414,fl,099
33415,fl,099
33416,fl,099
33417,fl,099
33418,fl,099
33419,fl,099
33420,fl,099
33421,fl,099
33422,fl,099
33424,fl,099
33425,fl,099
33426,fl,099
33427,fl,099
33428,fl,099
33429,fl,099
33430,fl,099
33431,fl,099
33432,fl,099
33433,fl,099
33434,fl,099
33435,fl,099
33436,fl,099
33437,fl,099
33438,fl,085
33438,fl,099
33440,fl,099
33440,fl,051
33441,fl,011
33442,fl,011
33443,fl,011
33444,fl,099
33445,fl,099
33446,fl,099
33448,fl,099
33449,fl,099
33454,fl,099
33455,fl,085
33458,fl,099
33458,fl,085
33459,fl,099
33460,fl,099
33461,fl,099
33462,fl,099
33463,fl,099
33464,fl,099
33465,fl,099
33466,fl,099
33467,fl,099
33468,fl,099
33469,fl,099
33469,fl,085
33470,fl,099
33471,fl,043
33471,fl,051
33472,fl,099
33473,fl,099
33474,fl,099
33475,fl,085
33476,fl,099
33477,fl,099
33478,fl,099
33478,fl,085
33480,fl,099
33481,fl,099
33482,fl,099
33483,fl,099
33484,fl,099
33486,fl,099
33487,fl,099
33488,fl,099
33493,fl,099
33496,fl,099
33497,fl,099
33498,fl,099
33499,fl,099
33503,fl,057
33508,fl,057
33509,fl,057
33510,fl,057
33511,fl,057
33513,fl,119
33514,fl,119
33521,fl,119
33523,fl,101
33523,fl,053
33524,fl,101
33525,fl,101
33526,fl,101
33527,fl,057
33530,fl,057
33534,fl,057
33537,fl,101
33538,fl,119
33539,fl,101
33540,fl,101
33540,fl,057
33541,fl,101
33542,fl,101
33543,fl,101
33544,fl,101
33544,fl,057
33545,fl,101
33547,fl,057
33547,fl,105
33548,fl,101
33548,fl,057
33549,fl,057
33549,fl,101
33550,fl,057
33556,fl,101
33556,fl,057
33558,fl,101
33558,fl,057
33559,fl,057
33559,fl,101
33563,fl,057
33564,fl,057
33565,fl,057
33566,fl,057
33567,fl,057
33568,fl,057
33569,fl,057
33570,fl,057
33571,fl,057
33572,fl,057
33573,fl,057
33574,fl,101
33576,fl,101
33578,fl,057
33579,fl,057
33583,fl,057
33584,fl,057
33585,fl,119
33586,fl,057
33587,fl,057
33592,fl,057
33593,fl,101
33594,fl,057
33595,fl,057
33596,fl,057
33597,fl,101
33597,fl,119
33597,fl,053
33598,fl,081
33598,fl,057
33601,fl,057
33602,fl,057
33603,fl,057
33604,fl,057
33605,fl,057
33606,fl,057
33607,fl,057
33609,fl,057
33610,fl,057
33611,fl,057
33612,fl,057
33613,fl,057
33614,fl,057
33615,fl,057
33616,fl,057
33617,fl,057
33618,fl,057
33619,fl,057
33620,fl,057
33621,fl,057
33622,fl,057
33623,fl,057
33624,fl,057
33625,fl,057
33626,fl,057
33626,fl,103
33629,fl,057
33630,fl,057
33634,fl,057
33635,fl,057
33637,fl,057
33646,fl,057
33647,fl,057
33672,fl,057
33673,fl,057
33674,fl,057
33675,fl,057
33677,fl,057
33679,fl,057
33680,fl,057
33681,fl,057
33682,fl,057
33684,fl,057
33685,fl,057
33687,fl,057
33688,fl,057
33689,fl,057
33694,fl,057
33701,fl,103
33702,fl,103
33703,fl,103
33704,fl,103
33705,fl,103
33706,fl,103
33707,fl,103
33708,fl,103
33709,fl,103
33710,fl,103
33711,fl,103
33712,fl,103
33713,fl,103
33714,fl,103
33715,fl,103
33716,fl,103
33729,fl,103
33730,fl,103
33731,fl,103
33732,fl,103
33733,fl,103
33734,fl,103
33736,fl,103
33738,fl,103
33741,fl,103
33742,fl,103
33743,fl,103
33744,fl,103
33747,fl,103
33755,fl,103
33756,fl,103
33757,fl,103
33758,fl,103
33759,fl,103
33760,fl,103
33761,fl,103
33762,fl,103
33763,fl,103
33764,fl,103
33765,fl,103
33766,fl,103
33767,fl,103
33770,fl,103
33771,fl,103
33772,fl,103
33773,fl,103
33774,fl,103
33775,fl,103
33776,fl,103
33777,fl,103
33778,fl,103
33779,fl,103
33780,fl,103
33781,fl,103
33782,fl,103
33784,fl,103
33785,fl,103
33786,fl,103
33801,fl,105
33802,fl,105
33803,fl,105
33804,fl,105
33805,fl,105
33806,fl,105
33807,fl,105
33809,fl,101
33809,fl,105
33810,fl,105
33810,fl,057
33811,fl,105
33812,fl,105
33813,fl,105
33815,fl,105
33820,fl,105
33823,fl,105
33825,fl,105
33825,fl,055
33827,fl,105
33830,fl,105
33831,fl,105
33834,fl,049
33834,fl,105
33835,fl,105
33836,fl,105
33837,fl,105
33838,fl,105
33839,fl,105
33840,fl,105
33841,fl,105
33841,fl,049
33843,fl,105
33843,fl,055
33844,fl,105
33845,fl,105
33846,fl,105
33847,fl,105
33848,fl,097
33849,fl,105
33849,fl,101
33850,fl,105
33851,fl,105
33852,fl,055
33853,fl,105
33854,fl,105
33855,fl,105
33856,fl,105
33857,fl,055
33858,fl,105
33859,fl,105
33860,fl,105
33860,fl,057
33862,fl,055
33863,fl,105
33865,fl,049
33865,fl,027
33867,fl,105
33868,fl,105
33870,fl,055
33871,fl,055
33872,fl,055
33873,fl,049
33875,fl,055
33876,fl,055
33877,fl,105
33880,fl,105
33881,fl,105
33882,fl,105
33883,fl,105
33884,fl,105
33885,fl,105
33890,fl,055
33890,fl,049
33896,fl,097
33896,fl,105
33897,fl,097
33897,fl,105
33898,fl,105
33901,fl,071
33902,fl,071
33903,fl,071
33904,fl,071
33905,fl,071
33906,fl,071
33907,fl,071
33908,fl,071
33909,fl,071
33910,fl,071
33912,fl,071
33913,fl,071
33914,fl,071
33915,fl,071
33916,fl,071
33917,fl,015
33917,fl,071
33918,fl,071
33919,fl,071
33920,fl,071
33921,fl,071
33922,fl,071
33924,fl,071
33928,fl,071
33928,fl,021
33929,fl,071
33930,fl,051
33931,fl,071
33932,fl,071
33935,fl,043
33935,fl,051
33936,fl,071
33936,fl,051
33938,fl,015
33944,fl,043
33945,fl,071
33946,fl,015
33947,fl,015
33948,fl,015
33949,fl,015
33950,fl,015
33951,fl,015
33952,fl,015
33953,fl,015
33954,fl,015
33955,fl,071
33955,fl,015
33956,fl,071
33957,fl,071
33960,fl,055
33960,fl,043
33965,fl,071
33966,fl,071
33967,fl,071
33970,fl,071
33971,fl,071
33972,fl,071
33973,fl,071
33974,fl,071
33975,fl,051
33976,fl,071
33980,fl,015
33981,fl,015
33982,fl,015
33983,fl,015
33990,fl,071
33991,fl,071
33993,fl,071
33994,fl,071
34101,fl,021
34102,fl,021
34103,fl,021
34104,fl,021
34105,fl,021
34106,fl,021
34107,fl,021
34108,fl,021
34109,fl,021
34110,fl,021
34110,fl,071
34112,fl,021
34113,fl,021
34114,fl,021
34116,fl,021
34117,fl,021
34119,fl,021
34119,fl,071
34120,fl,021
34133,fl,071
34134,fl,071
34134,fl,021
34135,fl,021
34135,fl,071
34136,fl,071
34138,fl,021
34139,fl,021
34140,fl,021
34141,fl,021
34142,fl,021
34142,fl,051
34145,fl,021
34146,fl,021
34201,fl,081
34202,fl,081
34203,fl,081
34204,fl,081
34205,fl,081
34206,fl,081
34207,fl,081
34208,fl,081
34209,fl,081
34210,fl,081
34211,fl,081
34212,fl,081
34215,fl,081
34216,fl,081
34217,fl,081
34219,fl,081
34220,fl,081
34221,fl,081
34222,fl,081
34223,fl,015
34223,fl,115
34224,fl,115
34224,fl,015
34228,fl,115
34228,fl,081
34229,fl,115
34230,fl,115
34231,fl,115
34232,fl,115
34233,fl,115
34234,fl,115
34235,fl,115
34236,fl,115
34237,fl,115
34238,fl,115
34239,fl,115
34240,fl,115
34241,fl,115
34242,fl,115
34243,fl,115
34243,fl,081
34249,fl,115
34250,fl,081
34251,fl,081
34251,fl,115
34260,fl,081
34264,fl,081
34266,fl,081
34266,fl,055
34266,fl,015
34266,fl,115
34266,fl,027
34267,fl,027
34268,fl,027
34269,fl,015
34269,fl,027
34270,fl,081
34272,fl,115
34274,fl,115
34275,fl,115
34276,fl,115
34277,fl,115
34280,fl,081
34282,fl,081
34284,fl,115
34285,fl,115
34286,fl,115
34287,fl,015
34287,fl,115
34288,fl,115
34289,fl,115
34290,fl,115
34291,fl,115
34292,fl,115
34293,fl,115
34295,fl,115
34420,fl,083
34423,fl,017
34428,fl,017
34429,fl,017
34430,fl,083
34431,fl,075
34431,fl,083
34432,fl,083
34433,fl,017
34434,fl,017
34436,fl,017
34441,fl,017
34442,fl,017
34445,fl,017
34446,fl,017
34447,fl,017
34448,fl,017
34449,fl,017
34449,fl,075
34450,fl,017
34451,fl,017
34452,fl,017
34453,fl,017
34460,fl,017
34461,fl,017
34464,fl,017
34465,fl,017
34470,fl,083
34471,fl,083
34472,fl,083
34473,fl,083
34474,fl,083
34475,fl,083
34476,fl,083
34477,fl,083
