fips_code,geo_state,geo_county,pop,urbanicity_code
17017,il,cass_county,13338,"Non-core"
17019,il,champaign_county,203276,"Small metro"
17021,il,christian_county,34638,"Micropolitan"
17023,il,clark_county,16209,"Non-core"
17025,il,clay_county,13766,"Non-core"
17027,il,clinton_county,38061,"Large fringe metro"
17029,il,coles_county,53655,"Micropolitan"
17031,il,cook_county,5231351,"Large central metro"
17033,il,crawford_county,19600,"Non-core"
17035,il,cumberland_county,10968,"Micropolitan"
17037,il,dekalb_county,104704,"Large fringe metro"
17039,il,de_witt_county,16434,"Small metro"
17041,il,douglas_county,19853,"Non-core"
17043,il,dupage_county,927987,"Large fringe metro"
17045,il,edgar_county,18191,"Non-core"
17047,il,edwards_county,6684,"Non-core"
17049,il,effingham_county,34353,"Micropolitan"
17051,il,fayette_county,22014,"Non-core"
17053,il,ford_county,14008,"Small metro"
17055,il,franklin_county,39407,"Non-core"
17057,il,fulton_county,36651,"Micropolitan"
17059,il,gallatin_county,5430,"Non-core"
17061,il,greene_county,13576,"Non-core"
17063,il,grundy_county,50281,"Large fringe metro"
17065,il,hamilton_county,8370,"Non-core"
17067,il,hancock_county,18891,"Micropolitan"
17069,il,hardin_county,4258,"Non-core"
17071,il,henderson_county,7043,"Micropolitan"
17073,il,henry_county,50155,"Medium metro"
17075,il,iroquois_county,29240,"Non-core"
17077,il,jackson_county,60071,"Small metro"
17079,il,jasper_county,9614,"Non-core"
17081,il,jefferson_county,38720,"Micropolitan"
17083,il,jersey_county,22742,"Large fringe metro"
17085,il,jo_daviess_county,22549,"Non-core"
17087,il,johnson_county,12760,"Non-core"
17089,il,kane_county,522487,"Large fringe metro"
17091,il,kankakee_county,113040,"Small metro"
17093,il,kendall_county,118105,"Large fringe metro"
17095,il,knox_county,52247,"Micropolitan"
17097,il,lake_county,702120,"Large fringe metro"
17099,il,la_salle_county,112973,"Micropolitan"
17101,il,lawrence_county,16604,"Non-core"
17103,il,lee_county,35037,"Micropolitan"
17105,il,livingston_county,38647,"Micropolitan"
17107,il,logan_county,30013,"Micropolitan"
17109,il,mcdonough_county,32537,"Micropolitan"
17111,il,mchenry_county,308145,"Large fringe metro"
17113,il,mclean_county,172281,"Small metro"
17115,il,macon_county,110122,"Small metro"
17117,il,macoupin_county,47231,"Large fringe metro"
17119,il,madison_county,267883,"Large fringe metro"
17121,il,marion_county,38894,"Micropolitan"
17123,il,marshall_county,12327,"Medium metro"
17125,il,mason_county,14327,"Non-core"
17127,il,massac_county,15234,"Micropolitan"
17129,il,menard_county,12722,"Small metro"
17131,il,mercer_county,16219,"Medium metro"
17133,il,monroe_county,33357,"Large fringe metro"
17135,il,montgomery_county,29620,"Non-core"
17137,il,morgan_county,35272,"Micropolitan"
17139,il,moultrie_county,14933,"Non-core"
17141,il,ogle_county,52848,"Micropolitan"
17143,il,peoria_county,187254,"Medium metro"
17145,il,perry_county,22058,"Non-core"
17147,il,piatt_county,16504,"Small metro"
17149,il,pike_county,16308,"Non-core"
17151,il,pope_county,4272,"Non-core"
17153,il,pulaski_county,5998,"Non-core"
17155,il,putnam_county,5886,"Micropolitan"
17157,il,randolph_county,32956,"Non-core"
17159,il,richland_county,16176,"Non-core"
17161,il,rock_island_county,147457,"Medium metro"
17163,il,st_clair_county,268858,"Large fringe metro"
17165,il,saline_county,24946,"Non-core"
17167,il,sangamon_county,199271,"Small metro"
17169,il,schuyler_county,7457,"Non-core"
17171,il,scott_county,5290,"Micropolitan"
17173,il,shelby_county,22196,"Non-core"
17175,il,stark_county,5946,"Medium metro"
17177,il,stephenson_county,46959,"Micropolitan"
17179,il,tazewell_county,135949,"Medium metro"
17181,il,union_county,17647,"Non-core"
17183,il,vermilion_county,80727,"Small metro"
17185,il,wabash_county,11727,"Non-core"
17187,il,warren_county,17731,"Non-core"
17189,il,washington_county,14598,"Non-core"
17191,il,wayne_county,16574,"Non-core"
17193,il,white_county,14568,"Non-core"
17195,il,whiteside_county,57846,"Micropolitan"
17197,il,will_county,682518,"Large fringe metro"
17199,il,williamson_county,66674,"Small metro"
17201,il,winnebago_county,292069,"Medium metro"
17203,il,woodford_county,38971,"Medium metro"
18001,in,adams_county,34365,"Micropolitan"
18003,in,allen_county,360412,"Medium metro"
18005,in,bartholomew_county,79129,"Small metro"
18007,in,benton_county,8804,"Small metro"
18009,in,blackford_county,12502,"Non-core"
18011,in,boone_county,58944,"Large fringe metro"
18013,in,brown_county,15083,"Large fringe metro"
18015,in,carroll_county,20095,"Small metro"
18017,in,cass_county,38581,"Micropolitan"
18019,in,clark_county,111951,"Large fringe metro"
18021,in,clay_county,26837,"Small metro"
18023,in,clinton_county,33022,"Micropolitan"
18025,in,crawford_county,10665,"Non-core"
18027,in,daviess_county,32064,"Micropolitan"
18029,in,dearborn_county,49831,"Large fringe metro"
18031,in,decatur_county,26042,"Micropolitan"
18033,in,dekalb_county,42321,"Micropolitan"
18035,in,delaware_county,117364,"Small metro"
18037,in,dubois_county,42071,"Micropolitan"
18039,in,elkhart_county,199619,"Small metro"
18041,in,fayette_county,24029,"Micropolitan"
18043,in,floyd_county,75283,"Large fringe metro"
18045,in,fountain_county,17119,"Non-core"
18047,in,franklin_county,22969,"Non-core"
18049,in,fulton_county,20737,"Non-core"
18051,in,gibson_county,33458,"Non-core"
18053,in,grant_county,69330,"Micropolitan"
18055,in,greene_county,32940,"Non-core"
18057,in,hamilton_county,289495,"Large fringe metro"
18059,in,hancock_county,70933,"Large fringe metro"
18061,in,harrison_county,39134,"Large fringe metro"
18063,in,hendricks_county,150434,"Large fringe metro"
18065,in,henry_county,49345,"Micropolitan"
18067,in,howard_county,82849,"Small metro"
18069,in,huntington_county,36987,"Micropolitan"
18071,in,jackson_county,43083,"Micropolitan"
18073,in,jasper_county,33456,"Large fringe metro"
18075,in,jay_county,21366,"Non-core"
18077,in,jefferson_county,32554,"Micropolitan"
18079,in,jennings_county,28161,"Micropolitan"
18081,in,johnson_county,143191,"Large fringe metro"
18083,in,knox_county,38122,"Micropolitan"
18085,in,kosciusko_county,77609,"Micropolitan"
18087,in,lagrange_county,37521,"Non-core"
18089,in,lake_county,493618,"Large fringe metro"
18091,in,laporte_county,111246,"Small metro"
18093,in,lawrence_county,46078,"Micropolitan"
18095,in,madison_county,130348,"Large fringe metro"
18097,in,marion_county,918977,"Large central metro"
18099,in,marshall_county,47024,"Micropolitan"
18101,in,martin_county,10260,"Non-core"
18103,in,miami_county,36486,"Micropolitan"
18105,in,monroe_county,141019,"Small metro"
18107,in,montgomery_county,38254,"Micropolitan"
18109,in,morgan_county,69356,"Large fringe metro"
18111,in,newton_county,14044,"Large fringe metro"
18113,in,noble_county,47582,"Micropolitan"
18115,in,ohio_county,6079,"Large fringe metro"
18117,in,orange_county,19690,"Non-core"
18119,in,owen_county,21380,"Small metro"
18121,in,parke_county,17069,"Non-core"
18123,in,perry_county,19462,"Non-core"
18125,in,pike_county,12766,"Micropolitan"
18127,in,porter_county,165682,"Large fringe metro"
18129,in,posey_county,25599,"Medium metro"
18131,in,pulaski_county,13124,"Non-core"
18133,in,putnam_county,37750,"Large fringe metro"
18135,in,randolph_county,25815,"Non-core"
18137,in,ripley_county,28583,"Non-core"
18139,in,rush_county,17095,"Non-core"
18141,in,st_joseph_county,266344,"Medium metro"
18143,in,scott_county,23791,"Large fringe metro"
18145,in,shelby_county,44471,"Large fringe metro"
18147,in,spencer_county,20837,"Non-core"
18149,in,starke_county,23213,"Non-core"
18151,in,steuben_county,34124,"Micropolitan"
18153,in,sullivan_county,21188,"Small metro"
18155,in,switzerland_county,10424,"Non-core"
18157,in,tippecanoe_county,177513,"Small metro"
18159,in,tipton_county,15695,"Non-core"
18161,in,union_county,7362,"Large fringe metro"
18163,in,vanderburgh_county,180858,"Medium metro"
18165,in,vermillion_county,16040,"Small metro"
18167,in,vigo_county,108428,"Small metro"
18169,in,wabash_county,32361,"Micropolitan"
18171,in,warren_county,8342,"Non-core"
18173,in,warrick_county,60463,"Medium metro"
18175,in,washington_county,27921,"Large fringe metro"
18177,in,wayne_county,68346,"Micropolitan"
18179,in,wells_county,27652,"Medium metro"
18181,in,white_county,24426,"Non-core"
18183,in,whitley_county,33342,"Medium metro"
19001,ia,adair_county,7481,"Non-core"
19003,ia,adams_county,3911,"Non-core"
19005,ia,allamakee_county,14237,"Non-core"
19007,ia,appanoose_county,12700,"Non-core"
19009,ia,audubon_county,5910,"Non-core"
19011,ia,benton_county,25827,"Medium metro"
19013,ia,black_hawk_county,131820,"Small metro"
19015,ia,boone_county,26195,"Micropolitan"
19017,ia,bremer_county,24479,"Small metro"
19019,ia,buchanan_county,20942,"Non-core"
19021,ia,buena_vista_county,20592,"Micropolitan"
19023,ia,butler_county,14986,"Non-core"
19025,ia,calhoun_county,9909,"Non-core"
19027,ia,carroll_county,20631,"Non-core"
19029,ia,cass_county,13723,"Non-core"
19031,ia,cedar_county,18416,"Non-core"
19033,ia,cerro_gordo_county,43788,"Micropolitan"
19035,ia,cherokee_county,11946,"Non-core"
19037,ia,chickasaw_county,12276,"Non-core"
19039,ia,clarke_county,9370,"Non-core"
19041,ia,clay_county,16599,"Micropolitan"
19043,ia,clayton_county,17835,"Non-core"
19045,ia,clinton_county,48717,"Micropolitan"
19047,ia,crawford_county,17309,"Non-core"
19049,ia,dallas_county,71967,"Medium metro"
19051,ia,davis_county,8689,"Micropolitan"
19053,ia,decatur_county,8253,"Non-core"
19055,ia,delaware_county,17574,"Non-core"
19057,ia,des_moines_county,40340,"Micropolitan"
19059,ia,dickinson_county,16972,"Micropolitan"
19061,ia,dubuque_county,95097,"Small metro"
19063,ia,emmet_county,10120,"Non-core"
19065,ia,fayette_county,20793,"Non-core"
19067,ia,floyd_county,16056,"Non-core"
19069,ia,franklin_county,10554,"Non-core"
19071,ia,fremont_county,7147,"Non-core"
19073,ia,greene_county,9153,"Non-core"
19075,ia,grundy_county,12448,"Small metro"
19077,ia,guthrie_county,10777,"Medium metro"
19079,ia,hamilton_county,15344,"Non-core"
19081,ia,hancock_county,11134,"Non-core"
19083,ia,hardin_county,17302,"Non-core"
19085,ia,harrison_county,14548,"Medium metro"
19087,ia,henry_county,20236,"Non-core"
19089,ia,howard_county,9563,"Non-core"
19091,ia,humboldt_county,9729,"Non-core"
19093,ia,ida_county,7108,"Non-core"
19095,ia,iowa_county,16189,"Non-core"
19097,ia,jackson_county,19712,"Non-core"
19099,ia,jasper_county,36602,"Micropolitan"
19101,ia,jefferson_county,16867,"Micropolitan"
19103,ia,johnson_county,136317,"Small metro"
19105,ia,jones_county,20639,"Medium metro"
19107,ia,keokuk_county,10374,"Non-core"
19109,ia,kossuth_county,15346,"Non-core"
19111,ia,lee_county,35617,"Micropolitan"
19113,ia,linn_county,215295,"Medium metro"
19115,ia,louisa_county,11278,"Non-core"
19117,ia,lucas_county,8760,"Non-core"
19119,ia,lyon_county,11757,"Non-core"
19121,ia,madison_county,15654,"Medium metro"
19123,ia,mahaska_county,22443,"Micropolitan"
19125,ia,marion_county,33419,"Non-core"
19127,ia,marshall_county,40857,"Micropolitan"
19129,ia,mills_county,14837,"Medium metro"
19131,ia,mitchell_county,10725,"Non-core"
19133,ia,monona_county,9124,"Non-core"
19135,ia,monroe_county,8063,"Non-core"
19137,ia,montgomery_county,10566,"Non-core"
19139,ia,muscatine_county,42879,"Micropolitan"
19141,ia,o'brien_county,14172,"Non-core"
19143,ia,osceola_county,6193,"Non-core"
19145,ia,page_county,15713,"Non-core"
19147,ia,palo_alto_county,9275,"Non-core"
19149,ia,plymouth_county,24907,"Small metro"
19151,ia,pocahontas_county,7150,"Non-core"
19153,ia,polk_county,443710,"Medium metro"
19155,ia,pottawattamie_county,92913,"Medium metro"
19157,ia,poweshiek_county,18736,"Non-core"
19159,ia,ringgold_county,5096,"Non-core"
19161,ia,sac_county,10153,"Non-core"
19163,ia,scott_county,168799,"Medium metro"
19165,ia,shelby_county,12069,"Non-core"
19167,ia,sioux_county,34268,"Non-core"
19169,ia,story_county,91140,"Small metro"
19171,ia,tama_county,17536,"Non-core"
19173,ia,taylor_county,6208,"Non-core"
19175,ia,union_county,12594,"Non-core"
19177,ia,van_buren_county,7449,"Non-core"
19179,ia,wapello_county,35366,"Micropolitan"
19181,ia,warren_county,46891,"Medium metro"
19183,ia,washington_county,21914,"Small metro"
19185,ia,wayne_county,6344,"Non-core"
19187,ia,webster_county,37273,"Micropolitan"
19189,ia,winnebago_county,10600,"Non-core"
19191,ia,winneshiek_county,21061,"Non-core"
19193,ia,woodbury_county,102323,"Small metro"
19195,ia,worth_county,7519,"Micropolitan"
19197,ia,wright_county,12991,"Non-core"
20001,ks,allen_county,13319,"Non-core"
20003,ks,anderson_county,7917,"Non-core"
20005,ks,atchison_county,16813,"Micropolitan"
20007,ks,barber_county,4861,"Non-core"
20009,ks,barton_county,27557,"Micropolitan"
20011,ks,bourbon_county,14897,"Non-core"
20013,ks,brown_county,9881,"Non-core"
20015,ks,butler_county,65827,"Medium metro"
20017,ks,chase_county,2757,"Non-core"
20019,ks,chautauqua_county,3571,"Non-core"
20021,ks,cherokee_county,21226,"Non-core"
20023,ks,cheyenne_county,2678,"Non-core"
20025,ks,clark_county,2181,"Non-core"
20027,ks,clay_county,8531,"Non-core"
20029,ks,cloud_county,9397,"Non-core"
20031,ks,coffey_county,8502,"Non-core"
20033,ks,comanche_county,1913,"Non-core"
20035,ks,cowley_county,36288,"Micropolitan"
20037,ks,crawford_county,39361,"Micropolitan"
20039,ks,decatur_county,2871,"Non-core"
20041,ks,dickinson_county,19762,"Non-core"
20043,ks,doniphan_county,7864,"Small metro"
20045,ks,douglas_county,112864,"Small metro"
20047,ks,edwards_county,2979,"Non-core"
20049,ks,elk_county,2720,"Non-core"
20051,ks,ellis_county,29053,"Micropolitan"
20053,ks,ellsworth_county,6494,"Non-core"
20055,ks,finney_county,37200,"Micropolitan"
20057,ks,ford_county,34752,"Micropolitan"
20059,ks,franklin_county,25906,"Micropolitan"
20061,ks,geary_county,38013,"Micropolitan"
20063,ks,gove_county,2729,"Non-core"
20065,ks,graham_county,2578,"Non-core"
20067,ks,grant_county,7923,"Non-core"
20069,ks,gray_county,6030,"Non-core"
20071,ks,greeley_county,1298,"Non-core"
20073,ks,greenwood_county,6454,"Non-core"
20075,ks,hamilton_county,2639,"Non-core"
20077,ks,harper_county,5911,"Non-core"
20079,ks,harvey_county,34852,"Medium metro"
20081,ks,haskell_county,4256,"Non-core"
20083,ks,hodgeman_county,1963,"Non-core"
20085,ks,jackson_county,13449,"Small metro"
20087,ks,jefferson_county,18945,"Small metro"
20089,ks,jewell_county,3046,"Non-core"
20091,ks,johnson_county,559913,"Large fringe metro"
20093,ks,kearny_county,3968,"Micropolitan"
20095,ks,kingman_county,7863,"Medium metro"
20097,ks,kiowa_county,2496,"Non-core"
20099,ks,labette_county,21284,"Micropolitan"
20101,ks,lane_county,1704,"Non-core"
20103,ks,leavenworth_county,77739,"Large fringe metro"
20105,ks,lincoln_county,3174,"Non-core"
20107,ks,linn_county,9441,"Large fringe metro"
20109,ks,logan_county,2784,"Non-core"
20111,ks,lyon_county,33748,"Micropolitan"
20113,ks,mcpherson_county,29356,"Micropolitan"
20115,ks,marion_county,12347,"Non-core"
20117,ks,marshall_county,10022,"Non-core"
20119,ks,meade_county,4396,"Non-core"
20121,ks,miami_county,32612,"Large fringe metro"
20123,ks,mitchell_county,6355,"Non-core"
20125,ks,montgomery_county,34459,"Micropolitan"
20127,ks,morris_county,5854,"Non-core"
20129,ks,morton_county,3169,"Non-core"
20131,ks,nemaha_county,10132,"Non-core"
20133,ks,neosho_county,16406,"Non-core"
20135,ks,ness_county,3068,"Non-core"
20137,ks,norton_county,5612,"Non-core"
20139,ks,osage_county,16142,"Small metro"
20141,ks,osborne_county,3806,"Non-core"
20143,ks,ottawa_county,6072,"Micropolitan"
20145,ks,pawnee_county,6928,"Non-core"
20147,ks,phillips_county,5519,"Non-core"
20149,ks,pottawatomie_county,22302,"Small metro"
20151,ks,pratt_county,9728,"Non-core"
20153,ks,rawlins_county,2560,"Non-core"
20155,ks,reno_county,64438,"Micropolitan"
20157,ks,republic_county,4858,"Non-core"
20159,ks,rice_county,9985,"Non-core"
20161,ks,riley_county,75508,"Small metro"
20163,ks,rooks_county,5223,"Non-core"
20165,ks,rush_county,3220,"Non-core"
20167,ks,russell_county,6946,"Non-core"
20169,ks,saline_county,55988,"Micropolitan"
20171,ks,scott_county,4937,"Non-core"
20173,ks,sedgwick_county,503889,"Medium metro"
20175,ks,seward_county,23547,"Micropolitan"
20177,ks,shawnee_county,178991,"Small metro"
20179,ks,sheridan_county,2538,"Non-core"
20181,ks,sherman_county,6113,"Non-core"
20183,ks,smith_county,3765,"Non-core"
20185,ks,stafford_county,4358,"Non-core"
20187,ks,stanton_county,2175,"Non-core"
20189,ks,stevens_county,5756,"Non-core"
20191,ks,sumner_county,23674,"Medium metro"
20193,ks,thomas_county,7941,"Non-core"
20195,ks,trego_county,2986,"Non-core"
20197,ks,wabaunsee_county,7039,"Small metro"
20199,ks,wallace_county,1517,"Non-core"
20201,ks,washington_county,5758,"Non-core"
20203,ks,wichita_county,2256,"Non-core"
20205,ks,wilson_county,9105,"Non-core"
20207,ks,woodson_county,3278,"Non-core"
20209,ks,wyandotte_county,159129,"Large fringe metro"
21001,ky,adair_county,18675,"Non-core"
21003,ky,allen_county,20210,"Small metro"
21005,ky,anderson_county,21728,"Micropolitan"
21007,ky,ballard_county,8333,"Micropolitan"
21009,ky,barren_county,42631,"Micropolitan"
21011,ky,bath_county,11802,"Micropolitan"
21013,ky,bell_county,28183,"Micropolitan"
21015,ky,boone_county,123316,"Large fringe metro"
21017,ky,bourbon_county,19978,"Medium metro"
21019,ky,boyd_county,49164,"Medium metro"
21021,ky,boyle_county,28658,"Micropolitan"
21023,ky,bracken_county,8494,"Large fringe metro"
21025,ky,breathitt_county,13635,"Non-core"
21027,ky,breckinridge_county,20071,"Non-core"
21029,ky,bullitt_county,75896,"Large fringe metro"
21031,ky,butler_county,12840,"Small metro"
21033,ky,caldwell_county,12935,"Non-core"
21035,ky,calloway_county,37655,"Micropolitan"
21037,ky,campbell_county,90908,"Large fringe metro"
21039,ky,carlisle_county,5034,"Non-core"
21041,ky,carroll_county,10900,"Non-core"
21043,ky,carter_county,27348,"Non-core"
21045,ky,casey_county,16082,"Non-core"
21047,ky,christian_county,75427,"Medium metro"
21049,ky,clark_county,35787,"Medium metro"
21051,ky,clay_county,21556,"Non-core"
21053,ky,clinton_county,10285,"Non-core"
21055,ky,crittenden_county,9280,"Non-core"
21057,ky,cumberland_county,6819,"Non-core"
21059,ky,daviess_county,97847,"Small metro"
21061,ky,edmonson_county,12071,"Small metro"
21063,ky,elliott_county,7780,"Non-core"
21065,ky,estill_county,14493,"Non-core"
21067,ky,fayette_county,305489,"Medium metro"
21069,ky,fleming_county,14560,"Non-core"
21071,ky,floyd_county,38949,"Non-core"
21073,ky,franklin_county,49804,"Micropolitan"
21075,ky,fulton_county,6525,"Micropolitan"
21077,ky,gallatin_county,8479,"Large fringe metro"
21079,ky,garrard_county,16913,"Non-core"
21081,ky,grant_county,24485,"Large fringe metro"
21083,ky,graves_county,37544,"Micropolitan"
21085,ky,grayson_county,25964,"Non-core"
21087,ky,green_county,11315,"Non-core"
21089,ky,greenup_county,36707,"Medium metro"
21091,ky,hancock_county,8677,"Small metro"
21093,ky,hardin_county,107025,"Small metro"
21095,ky,harlan_county,28543,"Non-core"
21097,ky,harrison_county,18624,"Non-core"
21099,ky,hart_county,18366,"Non-core"
21101,ky,henderson_county,46513,"Medium metro"
21103,ky,henry_county,15318,"Large fringe metro"
21105,ky,hickman_county,4754,"Non-core"
21107,ky,hopkins_county,46718,"Micropolitan"
21109,ky,jackson_county,13331,"Non-core"
21111,ky,jefferson_county,750828,"Large central metro"
21113,ky,jessamine_county,49635,"Medium metro"
21115,ky,johnson_county,23383,"Non-core"
21117,ky,kenton_county,161711,"Large fringe metro"
21119,ky,knott_county,16124,"Non-core"
21121,ky,knox_county,31735,"Micropolitan"
21123,ky,larue_county,14151,"Small metro"
21125,ky,laurel_county,59462,"Micropolitan"
21127,ky,lawrence_county,15848,"Non-core"
21129,ky,lee_county,7706,"Non-core"
21131,ky,leslie_county,11170,"Non-core"
21133,ky,letcher_county,23952,"Non-core"
21135,ky,lewis_county,13835,"Non-core"
21137,ky,lincoln_county,24461,"Micropolitan"
21139,ky,livingston_county,9423,"Micropolitan"
21141,ky,logan_county,26646,"Non-core"
21143,ky,lyon_county,8351,"Non-core"
21145,ky,mccracken_county,65549,"Micropolitan"
21147,ky,mccreary_county,18069,"Non-core"
21149,ky,mclean_county,9506,"Small metro"
21151,ky,madison_county,84786,"Micropolitan"
21153,ky,magoffin_county,13041,"Non-core"
21155,ky,marion_county,20090,"Non-core"
21157,ky,marshall_county,31344,"Non-core"
21159,ky,martin_county,12743,"Non-core"
21161,ky,mason_county,17512,"Micropolitan"
21163,ky,meade_county,29237,"Small metro"
21165,ky,menifee_county,6220,"Micropolitan"
21167,ky,mercer_county,21261,"Non-core"
21169,ky,metcalfe_county,9969,"Micropolitan"
21171,ky,monroe_county,10821,"Non-core"
21173,ky,montgomery_county,26902,"Micropolitan"
21175,ky,morgan_county,13668,"Non-core"
21177,ky,muhlenberg_county,31181,"Non-core"
21179,ky,nelson_county,44319,"Micropolitan"
21181,ky,nicholas_county,7000,"Non-core"
21183,ky,ohio_county,24075,"Non-core"
21185,ky,oldham_county,61412,"Large fringe metro"
21187,ky,owen_county,10765,"Non-core"
21189,ky,owsley_county,4722,"Non-core"
21191,ky,pendleton_county,14604,"Large fringe metro"
21193,ky,perry_county,28241,"Non-core"
21195,ky,pike_county,64178,"Non-core"
21197,ky,powell_county,12483,"Non-core"
21199,ky,pulaski_county,63593,"Micropolitan"
21201,ky,robertson_county,2188,"Non-core"
21203,ky,rockcastle_county,17006,"Micropolitan"
21205,ky,rowan_county,23447,"Non-core"
21207,ky,russell_county,17497,"Non-core"
21209,ky,scott_county,49057,"Medium metro"
21211,ky,shelby_county,43614,"Large fringe metro"
21213,ky,simpson_county,17538,"Non-core"
21215,ky,spencer_county,17416,"Large fringe metro"
21217,ky,taylor_county,24691,"Micropolitan"
21219,ky,todd_county,12651,"Non-core"
21221,ky,trigg_county,14447,"Medium metro"
21223,ky,trimble_county,8787,"Large fringe metro"
21225,ky,union_county,14850,"Non-core"
21227,ky,warren_county,117110,"Small metro"
21229,ky,washington_county,11833,"Non-core"
21231,ky,wayne_county,20824,"Non-core"
21233,ky,webster_county,13583,"Non-core"
21235,ky,whitley_county,35499,"Micropolitan"
21237,ky,wolfe_county,7164,"Non-core"
21239,ky,woodford_county,25077,"Medium metro"
22001,la,acadia_parish,61912,"Medium metro"
22003,la,allen_parish,25539,"Non-core"
22005,la,ascension_parish,112286,"Medium metro"
22007,la,assumption_parish,23026,"Non-core"
22009,la,avoyelles_parish,41632,"Non-core"
22011,la,beauregard_parish,36281,"Micropolitan"
22013,la,bienville_parish,14076,"Non-core"
22015,la,bossier_parish,122197,"Medium metro"
22017,la,caddo_parish,257093,"Medium metro"
22019,la,calcasieu_parish,194493,"Small metro"
22021,la,caldwell_parish,10004,"Non-core"
22023,la,cameron_parish,6702,"Small metro"
22025,la,catahoula_parish,10292,"Non-core"
22027,la,claiborne_parish,16828,"Non-core"
22029,la,concordia_parish,20365,"Micropolitan"
22031,la,de_soto_parish,26963,"Medium metro"
22033,la,east_baton_rouge_parish,444526,"Medium metro"
22035,la,east_carroll_parish,7526,"Non-core"
22037,la,east_feliciana_parish,20008,"Medium metro"
22039,la,evangeline_parish,33710,"Non-core"
22041,la,franklin_parish,20561,"Non-core"
22043,la,grant_parish,22068,"Small metro"
22045,la,iberia_parish,73999,"Medium metro"
22047,la,iberville_parish,33228,"Medium metro"
22049,la,jackson_parish,16216,"Non-core"
22051,la,jefferson_parish,433676,"Large fringe metro"
22053,la,jefferson_davis_parish,31432,"Non-core"
22055,la,lafayette_parish,227055,"Medium metro"
22057,la,lafourche_parish,97029,"Small metro"
22059,la,lasalle_parish,14927,"Non-core"
22061,la,lincoln_parish,46953,"Micropolitan"
22063,la,livingston_parish,131942,"Medium metro"
22065,la,madison_parish,12154,"Non-core"
22067,la,morehouse_parish,27559,"Micropolitan"
22069,la,natchitoches_parish,39436,"Micropolitan"
22071,la,orleans_parish,369250,"Large central metro"
22073,la,ouachita_parish,155363,"Small metro"
22075,la,plaquemines_parish,23921,"Large fringe metro"
22077,la,pointe_coupee_parish,22726,"Medium metro"
22079,la,rapides_parish,132373,"Small metro"
22081,la,red_river_parish,8983,"Non-core"
22083,la,richland_parish,20921,"Non-core"
22085,la,sabine_parish,24325,"Non-core"
22087,la,st_bernard_parish,41635,"Large fringe metro"
22089,la,st_charles_parish,52681,"Large fringe metro"
22091,la,st_helena_parish,11071,"Medium metro"
22093,la,st_james_parish,21722,"Large fringe metro"
22095,la,st_john_the_baptist_parish,44758,"Large fringe metro"
22097,la,st_landry_parish,83662,"Micropolitan"
22099,la,st_martin_parish,52726,"Medium metro"
22101,la,st_mary_parish,53697,"Micropolitan"
22103,la,st_tammany_parish,239453,"Large fringe metro"
22105,la,tangipahoa_parish,123441,"Small metro"
22107,la,tensas_parish,4954,"Non-core"
22109,la,terrebonne_parish,111893,"Small metro"
22111,la,union_parish,22419,"Small metro"
22113,la,vermilion_parish,58723,"Medium metro"
22115,la,vernon_parish,53869,"Micropolitan"
22117,la,washington_parish,46670,"Micropolitan"
22119,la,webster_parish,40940,"Medium metro"
22121,la,west_baton_rouge_parish,24106,"Medium metro"
22123,la,west_carroll_parish,11512,"Non-core"
22125,la,west_feliciana_parish,15405,"Medium metro"
22127,la,winn_parish,15000,"Non-core"
23001,me,androscoggin_county,107609,"Small metro"
23003,me,aroostook_county,70868,"Non-core"
23005,me,cumberland_county,283921,"Medium metro"
23007,me,franklin_county,30630,"Non-core"
23009,me,hancock_county,54558,"Non-core"
23011,me,kennebec_county,121853,"Micropolitan"
23013,me,knox_county,39668,"Non-core"
23015,me,lincoln_county,34180,"Non-core"
23017,me,oxford_county,57481,"Non-core"
23019,me,penobscot_county,153746,"Small metro"
23021,me,piscataquis_county,17290,"Non-core"
23023,me,sagadahoc_county,35191,"Medium metro"
23025,me,somerset_county,51910,"Non-core"
23027,me,waldo_county,38820,"Non-core"
23029,me,washington_county,32462,"Non-core"
23031,me,york_county,199005,"Medium metro"
24001,md,allegany_county,74012,"Small metro"
24003,md,anne_arundel_county,550488,"Large fringe metro"
24005,md,baltimore_county,817455,"Large fringe metro"
24009,md,calvert_county,89628,"Large fringe metro"
24011,md,caroline_county,32718,"Non-core"
24013,md,carroll_county,167217,"Large fringe metro"
24015,md,cecil_county,101696,"Large fringe metro"
24017,md,charles_county,150592,"Large fringe metro"
24019,md,dorchester_county,32551,"Micropolitan"
24021,md,frederick_county,239582,"Large fringe metro"
24023,md,garrett_county,29854,"Non-core"
24025,md,harford_county,248622,"Large fringe metro"
24027,md,howard_county,299430,"Large fringe metro"
24029,md,kent_county,20191,"Non-core"
24031,md,montgomery_county,1004709,"Large fringe metro"
24033,md,prince_george's_county,881138,"Large fringe metro"
24035,md,queen_anne's_county,48595,"Large fringe metro"
24037,md,st_mary's_county,108987,"Small metro"
24039,md,somerset_county,26253,"Medium metro"
24041,md,talbot_county,38098,"Micropolitan"
24043,md,washington_county,149180,"Medium metro"
24045,md,wicomico_county,100647,"Medium metro"
24047,md,worcester_county,51578,"Medium metro"
24510,md,baltimore_city,621342,"Large central metro"
25001,ma,barnstable_county,215423,"Small metro"
25003,ma,berkshire_county,130016,"Small metro"
25005,ma,bristol_county,551082,"Large fringe metro"
25007,ma,dukes_county,17041,"Micropolitan"
